cpu,memory,restart,anomaly,cpu_memory_ratio
25,277,1,0,0.09025270758122744
92,543,3,0,0.1694290976058932
32,141,0,0,0.22695035460992907
13,271,5,1,0.04797047970479705
97,109,3,0,0.8899082568807339
94,160,5,1,0.5875
60,179,3,0,0.33519553072625696
69,818,1,0,0.0843520782396088
8,293,5,1,0.027303754266211604
61,442,5,1,0.13800904977375567
44,166,3,0,0.26506024096385544
90,934,5,1,0.09635974304068523
6,581,4,0,0.010327022375215147
35,133,3,0,0.2631578947368421
86,802,0,0,0.10723192019950124
10,479,3,0,0.020876826722338204
21,755,0,0,0.02781456953642384
63,938,2,0,0.06716417910447761
94,521,5,1,0.18042226487523993
18,520,5,1,0.03461538461538462
7,212,1,0,0.0330188679245283
16,451,2,0,0.03547671840354767
96,253,0,0,0.3794466403162055
16,814,4,0,0.019656019656019656
37,955,2,0,0.0387434554973822
83,285,4,0,0.2912280701754386
87,271,0,0,0.3210332103321033
50,986,5,1,0.05070993914807302
79,968,5,1,0.08161157024793389
24,539,5,1,0.04452690166975881
93,152,2,0,0.6118421052631579
26,724,2,0,0.03591160220994475
79,546,4,0,0.1446886446886447
94,883,1,1,0.10645526613816535
65,658,3,0,0.09878419452887538
83,706,1,0,0.11756373937677053
23,619,1,0,0.03715670436187399
62,291,3,0,0.21305841924398625
65,533,1,0,0.12195121951219512
46,231,1,0,0.19913419913419914
32,537,5,1,0.0595903165735568
8,899,1,0,0.008898776418242492
89,836,4,0,0.10645933014354067
52,683,3,0,0.07613469985358712
46,573,0,0,0.08027923211169284
76,992,5,1,0.07661290322580645
21,638,1,0,0.032915360501567396
90,559,4,0,0.16100178890876565
13,387,5,1,0.03359173126614987
80,305,5,1,0.26229508196721313
51,730,1,0,0.06986301369863014
55,160,5,1,0.34375
52,258,5,1,0.20155038759689922
13,140,0,0,0.09285714285714286
37,432,0,0,0.08564814814814815
21,661,1,0,0.03177004538577912
71,701,1,0,0.10128388017118402
23,198,1,0,0.11616161616161616
96,796,2,0,0.12060301507537688
6,756,2,0,0.007936507936507936
56,738,0,0,0.07588075880758807
27,846,4,0,0.031914893617021274
97,337,5,1,0.2878338278931751
78,714,5,1,0.1092436974789916
22,791,5,1,0.02781289506953224
76,854,4,0,0.08899297423887588
75,951,5,1,0.07886435331230283
45,876,2,0,0.05136986301369863
6,448,4,0,0.013392857142857142
71,599,0,0,0.11853088480801335
6,103,3,0,0.05825242718446602
18,114,3,0,0.15789473684210525
36,254,3,0,0.14173228346456693
88,251,4,0,0.350597609561753
23,162,1,0,0.1419753086419753
40,895,3,0,0.0446927374301676
70,253,1,0,0.2766798418972332
65,455,4,0,0.14285714285714285
19,799,5,1,0.023779724655819776
92,283,3,0,0.3250883392226148
24,143,2,0,0.16783216783216784
73,183,1,0,0.3989071038251366
67,158,4,0,0.4240506329113924
45,717,5,1,0.06276150627615062
71,287,4,0,0.24738675958188153
31,700,5,1,0.04428571428571428
57,441,5,1,0.1292517006802721
47,333,4,0,0.14114114114114115
58,802,0,0,0.07231920199501247
57,177,1,0,0.3220338983050847
13,478,0,0,0.027196652719665274
91,369,3,0,0.24661246612466126
97,925,3,1,0.10486486486486486
6,411,4,0,0.014598540145985401
96,915,2,1,0.10491803278688525
81,548,5,1,0.1478102189781022
59,340,4,0,0.17352941176470588
18,698,2,0,0.025787965616045846
5,359,3,0,0.013927576601671309
35,720,2,0,0.04861111111111111
66,353,4,0,0.18696883852691218
65,739,2,0,0.08795669824086604
78,671,5,1,0.11624441132637854
59,438,2,0,0.13470319634703196
53,285,2,0,0.18596491228070175
44,257,5,1,0.17120622568093385
47,288,1,0,0.16319444444444445
86,563,2,0,0.152753108348135
22,304,1,0,0.07236842105263158
91,927,3,1,0.09816612729234088
55,918,0,0,0.05991285403050109
24,352,3,0,0.06818181818181818
83,228,4,0,0.36403508771929827
24,707,2,0,0.033946251768033946
43,939,0,0,0.04579339723109691
31,319,2,0,0.09717868338557993
64,544,1,0,0.11764705882352941
74,503,5,1,0.147117296222664
60,934,2,0,0.06423982869379015
85,848,3,0,0.10023584905660378
16,811,2,0,0.01972872996300863
62,120,3,0,0.5166666666666667
89,141,1,0,0.6312056737588653
63,846,4,0,0.07446808510638298
85,370,5,1,0.22972972972972974
23,310,1,0,0.07419354838709677
67,672,2,0,0.09970238095238096
84,192,5,1,0.4375
17,754,0,0,0.022546419098143235
86,480,1,0,0.17916666666666667
10,520,4,0,0.019230769230769232
33,410,4,0,0.08048780487804878
54,985,2,0,0.05482233502538071
15,638,1,0,0.023510971786833857
12,267,3,0,0.0449438202247191
20,682,1,0,0.02932551319648094
64,292,5,1,0.2191780821917808
31,225,2,0,0.13777777777777778
27,342,3,0,0.07894736842105263
57,654,3,0,0.0871559633027523
45,903,0,0,0.04983388704318937
61,842,3,0,0.07244655581947744
12,273,2,0,0.04395604395604396
45,189,2,0,0.23809523809523808
43,240,3,0,0.17916666666666667
44,130,2,0,0.3384615384615385
75,922,0,0,0.08134490238611713
63,171,4,0,0.3684210526315789
59,780,3,0,0.07564102564102564
13,158,4,0,0.08227848101265822
27,228,1,0,0.11842105263157894
12,595,5,1,0.020168067226890758
37,650,2,0,0.05692307692307692
76,282,3,0,0.2695035460992908
28,967,4,0,0.028955532574974147
77,865,1,0,0.08901734104046242
42,972,5,1,0.043209876543209874
64,485,4,0,0.13195876288659794
12,438,3,0,0.0273972602739726
36,930,4,0,0.03870967741935484
85,527,3,0,0.16129032258064516
34,916,0,0,0.03711790393013101
80,131,3,0,0.6106870229007634
6,119,1,0,0.05042016806722689
87,615,2,0,0.14146341463414633
31,766,0,0,0.04046997389033943
24,539,5,1,0.04452690166975881
78,895,4,0,0.08715083798882682
14,201,1,0,0.06965174129353234
43,688,5,1,0.0625
29,357,1,0,0.08123249299719888
54,827,2,0,0.06529625151148731
48,950,5,1,0.05052631578947368
47,308,3,0,0.1525974025974026
9,582,5,1,0.015463917525773196
46,108,0,0,0.42592592592592593
89,197,1,0,0.4517766497461929
23,568,5,1,0.040492957746478875
88,925,2,0,0.09513513513513513
49,129,0,0,0.3798449612403101
51,278,0,0,0.18345323741007194
57,278,2,0,0.20503597122302158
7,501,0,0,0.013972055888223553
49,518,0,0,0.0945945945945946
9,133,2,0,0.06766917293233082
8,178,2,0,0.0449438202247191
32,907,3,0,0.03528114663726571
92,425,5,1,0.2164705882352941
64,390,3,0,0.1641025641025641
52,442,2,0,0.11764705882352941
35,185,3,0,0.1891891891891892
40,237,3,0,0.16877637130801687
82,226,4,0,0.36283185840707965
61,593,0,0,0.10286677908937605
35,415,3,0,0.08433734939759036
57,274,1,0,0.20802919708029197
43,588,0,0,0.07312925170068027
88,187,1,0,0.47058823529411764
77,361,0,0,0.21329639889196675
46,629,0,0,0.07313195548489666
37,635,2,0,0.05826771653543307
32,604,4,0,0.052980132450331126
97,201,5,1,0.48258706467661694
58,789,5,1,0.07351077313054499
24,109,1,0,0.22018348623853212
24,632,2,0,0.0379746835443038
9,874,4,0,0.010297482837528604
30,704,4,0,0.04261363636363636
53,161,0,0,0.32919254658385094
48,949,5,1,0.0505795574288725
53,302,1,0,0.17549668874172186
58,745,4,0,0.07785234899328859
87,952,2,0,0.09138655462184873
28,346,5,1,0.08092485549132948
46,766,5,1,0.06005221932114883
8,632,0,0,0.012658227848101266
14,902,1,0,0.015521064301552107
58,513,4,0,0.11306042884990253
63,217,5,1,0.2903225806451613
34,286,3,0,0.11888111888111888
11,271,0,0,0.04059040590405904
49,880,2,0,0.05568181818181818
25,524,2,0,0.04770992366412214
46,803,1,0,0.057285180572851806
22,109,3,0,0.2018348623853211
66,202,1,0,0.32673267326732675
18,274,4,0,0.06569343065693431
27,877,0,0,0.03078677309007982
32,281,0,0,0.11387900355871886
16,550,0,0,0.02909090909090909
38,255,2,0,0.14901960784313725
71,480,4,0,0.14791666666666667
90,950,5,1,0.09473684210526316
58,725,1,0,0.08
54,633,2,0,0.08530805687203792
79,737,4,0,0.10719131614654002
71,324,0,0,0.2191358024691358
18,609,2,0,0.029556650246305417
94,248,3,0,0.3790322580645161
8,450,4,0,0.017777777777777778
49,476,0,0,0.10294117647058823
91,712,1,0,0.12780898876404495
43,717,2,0,0.0599721059972106
13,906,0,0,0.01434878587196468
57,858,0,0,0.06643356643356643
93,568,0,0,0.1637323943661972
50,435,2,0,0.11494252873563218
32,920,3,0,0.034782608695652174
34,606,2,0,0.056105610561056105
31,709,0,0,0.04372355430183357
47,656,2,0,0.07164634146341463
82,264,1,0,0.3106060606060606
89,591,3,0,0.1505922165820643
51,745,2,0,0.06845637583892618
53,526,5,1,0.10076045627376426
73,228,5,1,0.3201754385964912
74,935,3,0,0.07914438502673797
57,241,3,0,0.23651452282157676
88,213,2,0,0.4131455399061033
84,618,2,0,0.13592233009708737
25,106,0,0,0.2358490566037736
38,491,3,0,0.07739307535641547
22,976,3,0,0.022540983606557378
11,712,3,0,0.01544943820224719
95,792,3,0,0.11994949494949494
73,556,2,0,0.13129496402877697
51,331,2,0,0.1540785498489426
78,436,0,0,0.17889908256880735
88,566,4,0,0.15547703180212014
48,703,5,1,0.06827880512091039
23,135,2,0,0.17037037037037037
18,365,5,1,0.049315068493150684
59,398,3,0,0.14824120603015076
42,821,3,0,0.05115712545676005
88,412,2,0,0.21359223300970873
19,775,2,0,0.024516129032258065
37,837,5,1,0.04420549581839905
65,791,4,0,0.08217446270543616
65,260,4,0,0.25
46,371,5,1,0.12398921832884097
12,961,0,0,0.012486992715920915
22,452,3,0,0.048672566371681415
92,435,2,0,0.21149425287356322
33,871,0,0,0.03788748564867968
39,258,2,0,0.1511627906976744
85,873,5,1,0.09736540664375716
100,469,0,0,0.21321961620469082
33,134,5,1,0.2462686567164179
45,891,5,1,0.050505050505050504
66,155,2,0,0.4258064516129032
100,503,4,0,0.1988071570576541
56,642,3,0,0.08722741433021806
62,638,5,1,0.09717868338557993
12,961,0,0,0.012486992715920915
53,113,1,0,0.4690265486725664
96,876,0,1,0.1095890410958904
35,982,2,0,0.035641547861507125
44,206,5,1,0.21359223300970873
24,221,2,0,0.1085972850678733
24,482,4,0,0.04979253112033195
77,498,4,0,0.15461847389558234
33,713,5,1,0.04628330995792426
63,773,4,0,0.0815006468305304
96,753,4,0,0.12749003984063745
52,527,0,0,0.09867172675521822
70,167,5,1,0.41916167664670656
95,776,0,0,0.12242268041237113
48,762,1,0,0.06299212598425197
50,868,4,0,0.0576036866359447
65,615,2,0,0.10569105691056911
59,240,3,0,0.24583333333333332
87,664,4,0,0.13102409638554216
50,863,0,0,0.05793742757821553
33,584,5,1,0.05650684931506849
76,265,1,0,0.28679245283018867
96,644,4,0,0.14906832298136646
55,412,3,0,0.13349514563106796
79,124,0,0,0.6370967741935484
8,121,2,0,0.06611570247933884
14,155,1,0,0.09032258064516129
70,835,2,0,0.08383233532934131
71,302,4,0,0.23509933774834438
11,342,0,0,0.03216374269005848
98,813,4,1,0.12054120541205413
96,734,3,0,0.1307901907356948
69,766,4,0,0.09007832898172324
71,739,2,0,0.09607577807848444
33,733,0,0,0.045020463847203276
36,523,3,0,0.06883365200764818
76,703,4,0,0.10810810810810811
94,855,0,1,0.10994152046783626
35,525,3,0,0.06666666666666667
83,768,2,0,0.10807291666666667
33,845,4,0,0.03905325443786982
36,129,3,0,0.27906976744186046
15,434,2,0,0.03456221198156682
55,668,0,0,0.08233532934131736
74,813,1,0,0.0910209102091021
42,808,1,0,0.05198019801980198
12,667,5,1,0.017991004497751123
19,665,5,1,0.02857142857142857
60,593,4,0,0.10118043844856661
28,132,3,0,0.21212121212121213
83,653,0,0,0.12710566615620214
35,718,4,0,0.04874651810584958
11,732,1,0,0.015027322404371584
6,256,1,0,0.0234375
24,887,4,0,0.02705749718151071
78,937,3,0,0.0832443970117396
55,496,0,0,0.11088709677419355
59,431,3,0,0.1368909512761021
72,102,2,0,0.7058823529411765
48,605,5,1,0.07933884297520662
54,668,0,0,0.08083832335329341
81,880,5,1,0.09204545454545454
45,910,5,1,0.04945054945054945
9,906,1,0,0.009933774834437087
73,616,1,0,0.1185064935064935
58,466,5,1,0.12446351931330472
70,670,0,0,0.1044776119402985
62,731,3,0,0.08481532147742818
17,856,1,0,0.01985981308411215
60,985,4,0,0.06091370558375635
62,705,1,0,0.08794326241134752
36,278,4,0,0.12949640287769784
24,277,3,0,0.08664259927797834
80,789,3,0,0.10139416983523447
52,936,0,0,0.05555555555555555
66,742,2,0,0.0889487870619946
75,867,5,1,0.08650519031141868
43,599,3,0,0.07178631051752922
40,240,3,0,0.16666666666666666
30,193,5,1,0.15544041450777202
61,944,2,0,0.0646186440677966
44,795,1,0,0.055345911949685536
24,283,1,0,0.08480565371024736
48,233,0,0,0.20600858369098712
18,672,3,0,0.026785714285714284
39,602,3,0,0.06478405315614617
16,135,5,1,0.11851851851851852
71,538,2,0,0.13197026022304834
28,620,5,1,0.04516129032258064
91,581,5,1,0.1566265060240964
56,392,5,1,0.14285714285714285
15,522,2,0,0.028735632183908046
93,317,2,0,0.29337539432176657
11,573,5,1,0.019197207678883072
87,107,0,0,0.8130841121495327
90,674,5,1,0.13353115727002968
46,176,5,1,0.26136363636363635
38,619,4,0,0.061389337641357025
82,658,5,1,0.12462006079027356
45,730,1,0,0.06164383561643835
5,669,2,0,0.007473841554559043
67,877,3,0,0.07639680729760548
14,908,0,0,0.015418502202643172
46,722,2,0,0.06371191135734072
49,711,1,0,0.06891701828410689
44,832,4,0,0.052884615384615384
39,579,1,0,0.06735751295336788
63,627,1,0,0.10047846889952153
75,680,1,0,0.11029411764705882
34,545,2,0,0.062385321100917435
12,581,4,0,0.020654044750430294
14,530,0,0,0.026415094339622643
51,997,4,0,0.05115346038114343
58,779,2,0,0.07445442875481387
61,553,2,0,0.11030741410488246
11,372,1,0,0.02956989247311828
60,366,3,0,0.16393442622950818
90,638,5,1,0.14106583072100312
14,317,1,0,0.04416403785488959
29,289,1,0,0.10034602076124567
83,531,4,0,0.15630885122410546
94,945,2,1,0.09947089947089947
53,596,4,0,0.08892617449664429
71,788,0,0,0.0901015228426396
24,960,4,0,0.025
16,101,2,0,0.15841584158415842
87,682,4,0,0.12756598240469208
61,101,4,0,0.6039603960396039
59,917,1,0,0.064340239912759
99,514,0,0,0.1926070038910506
43,718,4,0,0.05988857938718663
80,144,3,0,0.5555555555555556
67,919,4,0,0.07290533188248095
51,228,3,0,0.2236842105263158
62,130,1,0,0.47692307692307695
14,342,4,0,0.04093567251461988
14,930,4,0,0.015053763440860216
6,406,3,0,0.014778325123152709
64,253,1,0,0.25296442687747034
42,111,3,0,0.3783783783783784
15,617,0,0,0.024311183144246355
94,274,2,0,0.34306569343065696
17,910,4,0,0.01868131868131868
68,643,5,1,0.1057542768273717
17,307,0,0,0.05537459283387622
71,792,0,0,0.08964646464646464
37,126,0,0,0.29365079365079366
67,805,1,0,0.08322981366459627
53,447,4,0,0.1185682326621924
70,518,3,0,0.13513513513513514
17,729,3,0,0.023319615912208505
17,229,5,1,0.07423580786026202
99,927,4,1,0.10679611650485436
53,643,3,0,0.08242612752721618
45,364,3,0,0.12362637362637363
51,490,5,1,0.10408163265306122
73,628,3,0,0.11624203821656051
65,396,1,0,0.16414141414141414
17,655,2,0,0.025954198473282442
15,598,1,0,0.02508361204013378
34,311,2,0,0.10932475884244373
93,855,1,1,0.10877192982456141
80,669,2,0,0.11958146487294469
22,342,2,0,0.06432748538011696
41,190,3,0,0.21578947368421053
39,599,2,0,0.0651085141903172
46,992,2,0,0.046370967741935484
12,110,3,0,0.10909090909090909
100,989,0,1,0.10111223458038422
65,500,1,0,0.13
85,286,1,0,0.2972027972027972
16,190,1,0,0.08421052631578947
15,880,3,0,0.017045454545454544
62,662,0,0,0.09365558912386707
49,566,2,0,0.08657243816254417
78,732,4,0,0.10655737704918032
90,987,2,0,0.0911854103343465
77,435,1,0,0.17701149425287357
59,534,4,0,0.1104868913857678
54,389,3,0,0.13881748071979436
7,743,3,0,0.009421265141318977
78,200,4,0,0.39
77,263,5,1,0.29277566539923955
100,668,1,0,0.1497005988023952
16,784,2,0,0.02040816326530612
82,762,3,0,0.10761154855643044
37,749,2,0,0.049399198931909215
82,247,5,1,0.3319838056680162
29,690,0,0,0.042028985507246375
38,996,3,0,0.03815261044176707
39,322,3,0,0.12111801242236025
23,693,2,0,0.03318903318903319
19,721,2,0,0.026352288488210817
23,226,2,0,0.10176991150442478
52,390,2,0,0.13333333333333333
73,856,4,0,0.0852803738317757
66,308,5,1,0.21428571428571427
11,850,0,0,0.012941176470588235
93,921,0,1,0.10097719869706841
31,547,0,0,0.056672760511883
69,684,1,0,0.10087719298245613
44,427,5,1,0.10304449648711944
47,568,4,0,0.08274647887323944
41,896,0,0,0.04575892857142857
91,231,3,0,0.3939393939393939
67,771,0,0,0.08690012970168612
85,650,0,0,0.13076923076923078
16,921,1,0,0.01737242128121607
7,894,4,0,0.007829977628635347
100,675,0,0,0.14814814814814814
37,455,4,0,0.08131868131868132
88,923,4,0,0.09534127843986999
71,389,4,0,0.18251928020565553
23,562,2,0,0.04092526690391459
52,514,5,1,0.10116731517509728
7,180,5,1,0.03888888888888889
48,969,1,0,0.04953560371517028
8,390,0,0,0.020512820512820513
12,795,5,1,0.01509433962264151
30,885,3,0,0.03389830508474576
32,205,1,0,0.15609756097560976
17,282,0,0,0.06028368794326241
14,368,1,0,0.03804347826086957
13,402,1,0,0.03233830845771144
58,560,0,0,0.10357142857142858
52,748,4,0,0.06951871657754011
94,674,1,0,0.1394658753709199
100,958,2,1,0.10438413361169102
50,951,2,0,0.052576235541535225
95,482,0,0,0.1970954356846473
19,184,3,0,0.10326086956521739
84,611,2,0,0.13747954173486088
49,747,5,1,0.06559571619812583
84,172,3,0,0.4883720930232558
100,124,2,0,0.8064516129032258
74,723,1,0,0.10235131396957123
41,757,2,0,0.05416116248348745
62,344,4,0,0.18023255813953487
16,586,5,1,0.027303754266211604
13,689,0,0,0.018867924528301886
95,357,1,0,0.2661064425770308
7,412,5,1,0.01699029126213592
8,927,3,0,0.008629989212513484
50,123,4,0,0.4065040650406504
96,574,0,0,0.1672473867595819
37,690,2,0,0.0536231884057971
80,768,4,0,0.10416666666666667
95,645,4,0,0.14728682170542637
81,675,2,0,0.12
31,457,1,0,0.06783369803063458
56,877,3,0,0.06385404789053592
86,677,0,0,0.12703101920236337
54,491,4,0,0.109979633401222
65,531,2,0,0.1224105461393597
20,961,0,0,0.02081165452653486
97,638,2,0,0.15203761755485892
89,336,0,0,0.2648809523809524
31,511,1,0,0.060665362035225046
67,801,0,0,0.08364544319600499
14,458,4,0,0.03056768558951965
15,284,2,0,0.0528169014084507
74,235,4,0,0.3148936170212766
53,524,3,0,0.10114503816793893
64,497,4,0,0.12877263581488935
8,549,4,0,0.014571948998178506
74,262,3,0,0.2824427480916031
29,972,0,0,0.029835390946502057
49,546,4,0,0.08974358974358974
8,121,4,0,0.06611570247933884
88,661,4,0,0.13313161875945537
93,398,1,0,0.23366834170854273
14,157,5,1,0.08917197452229299
67,735,0,0,0.09115646258503401
81,271,4,0,0.2988929889298893
24,581,3,0,0.04130808950086059
28,265,1,0,0.10566037735849057
67,910,4,0,0.07362637362637363
92,962,5,1,0.09563409563409564
50,757,0,0,0.06605019815059446
34,138,2,0,0.2463768115942029
98,155,2,0,0.632258064516129
61,249,3,0,0.24497991967871485
56,118,2,0,0.4745762711864407
6,746,2,0,0.00804289544235925
84,657,3,0,0.1278538812785388
16,541,3,0,0.029574861367837338
30,471,5,1,0.06369426751592357
32,191,4,0,0.16753926701570682
34,116,2,0,0.29310344827586204
34,775,4,0,0.04387096774193548
31,290,2,0,0.10689655172413794
92,235,3,0,0.39148936170212767
96,929,2,1,0.10333692142088267
80,991,3,0,0.08072653884964683
39,207,0,0,0.18840579710144928
34,176,5,1,0.19318181818181818
94,572,3,0,0.16433566433566432
92,153,4,0,0.6013071895424836
78,529,3,0,0.14744801512287334
46,260,4,0,0.17692307692307693
5,744,0,0,0.006720430107526882
36,466,2,0,0.07725321888412018
77,516,2,0,0.14922480620155038
54,555,3,0,0.0972972972972973
53,277,2,0,0.19133574007220217
75,540,5,1,0.1388888888888889
39,535,0,0,0.07289719626168224
67,494,0,0,0.13562753036437247
14,984,0,0,0.014227642276422764
24,663,1,0,0.03619909502262444
16,704,4,0,0.022727272727272728
59,882,2,0,0.06689342403628118
69,568,5,1,0.12147887323943662
94,229,0,0,0.4104803493449782
15,318,4,0,0.04716981132075472
54,453,2,0,0.11920529801324503
7,504,5,1,0.013888888888888888
49,609,4,0,0.08045977011494253
9,946,2,0,0.009513742071881607
30,636,3,0,0.04716981132075472
72,542,4,0,0.13284132841328414
38,942,4,0,0.040339702760084924
99,778,2,0,0.12724935732647816
65,821,2,0,0.07917174177831912
69,890,2,0,0.07752808988764046
62,928,1,0,0.0668103448275862
18,695,3,0,0.025899280575539568
22,459,5,1,0.04793028322440087
83,213,3,0,0.38967136150234744
28,901,0,0,0.03107658157602664
30,940,1,0,0.031914893617021274
33,415,5,1,0.07951807228915662
5,286,0,0,0.017482517482517484
76,360,5,1,0.2111111111111111
52,160,1,0,0.325
59,915,3,0,0.06448087431693988
13,738,4,0,0.017615176151761516
14,319,4,0,0.0438871473354232
75,675,2,0,0.1111111111111111
58,723,2,0,0.08022130013831259
81,944,5,1,0.0858050847457627
65,659,5,1,0.09863429438543247
46,120,4,0,0.38333333333333336
21,521,1,0,0.04030710172744722
35,803,1,0,0.043586550435865505
29,396,0,0,0.07323232323232323
63,422,2,0,0.14928909952606634
71,436,4,0,0.1628440366972477
35,660,5,1,0.05303030303030303
96,256,3,0,0.375
9,491,2,0,0.018329938900203666
18,330,1,0,0.05454545454545454
94,112,1,0,0.8392857142857143
61,281,1,0,0.21708185053380782
30,862,2,0,0.03480278422273782
80,423,5,1,0.18912529550827423
81,517,1,0,0.15667311411992263
49,868,2,0,0.056451612903225805
94,839,5,1,0.11203814064362336
71,894,4,0,0.07941834451901567
83,365,4,0,0.2273972602739726
58,277,3,0,0.20938628158844766
16,864,3,0,0.018518518518518517
62,281,2,0,0.2206405693950178
43,799,1,0,0.05381727158948686
20,288,1,0,0.06944444444444445
28,143,0,0,0.1958041958041958
27,317,0,0,0.08517350157728706
41,322,0,0,0.12732919254658384
26,354,3,0,0.07344632768361582
7,101,3,0,0.06930693069306931
83,933,0,0,0.08896034297963558
25,960,0,0,0.026041666666666668
39,268,5,1,0.1455223880597015
32,825,4,0,0.03878787878787879
14,751,4,0,0.018641810918774968
6,215,0,0,0.027906976744186046
19,817,4,0,0.023255813953488372
89,436,5,1,0.20412844036697247
20,325,0,0,0.06153846153846154
36,668,3,0,0.05389221556886228
53,966,0,0,0.054865424430641824
17,144,1,0,0.11805555555555555
73,697,3,0,0.10473457675753228
71,935,4,0,0.07593582887700535
44,503,5,1,0.0874751491053678
26,577,5,1,0.045060658578856154
31,339,2,0,0.09144542772861357
41,965,5,1,0.04248704663212435
92,125,1,0,0.736
54,629,5,1,0.08585055643879173
11,607,1,0,0.018121911037891267
26,444,2,0,0.05855855855855856
52,653,3,0,0.07963246554364471
21,765,0,0,0.027450980392156862
89,878,2,0,0.10136674259681093
16,667,2,0,0.0239880059970015
42,623,3,0,0.06741573033707865
17,414,0,0,0.04106280193236715
41,737,0,0,0.05563093622795115
73,719,0,0,0.10152990264255911
37,551,3,0,0.06715063520871144
31,169,0,0,0.1834319526627219
12,658,3,0,0.0182370820668693
59,893,0,0,0.06606942889137737
62,290,1,0,0.21379310344827587
40,903,0,0,0.044296788482835
24,919,1,0,0.026115342763873776
86,432,0,0,0.19907407407407407
15,229,1,0,0.06550218340611354
98,635,4,0,0.15433070866141732
80,721,3,0,0.11095700416088766
42,910,5,1,0.046153846153846156
9,946,3,0,0.009513742071881607
72,176,1,0,0.4090909090909091
44,998,2,0,0.04408817635270541
57,766,1,0,0.07441253263707572
97,543,2,0,0.17863720073664824
66,196,2,0,0.336734693877551
38,433,1,0,0.08775981524249422
85,465,2,0,0.1827956989247312
33,977,5,1,0.033776867963152504
91,682,2,0,0.13343108504398826
14,971,3,0,0.014418125643666324
92,790,3,0,0.11645569620253164
96,178,0,0,0.5393258426966292
82,914,2,0,0.08971553610503283
39,576,0,0,0.06770833333333333
59,318,5,1,0.18553459119496854
46,486,2,0,0.09465020576131687
42,159,1,0,0.2641509433962264
68,715,0,0,0.0951048951048951
18,572,4,0,0.03146853146853147
45,347,3,0,0.12968299711815562
68,336,3,0,0.20238095238095238
69,996,3,0,0.06927710843373494
58,283,4,0,0.2049469964664311
53,373,0,0,0.14209115281501342
89,867,0,0,0.10265282583621683
11,702,1,0,0.01566951566951567
64,393,1,0,0.1628498727735369
49,243,1,0,0.20164609053497942
22,160,4,0,0.1375
22,856,3,0,0.02570093457943925
16,978,1,0,0.016359918200409
18,730,3,0,0.024657534246575342
47,376,4,0,0.125
49,978,3,0,0.050102249488752554
56,726,5,1,0.07713498622589532
93,931,3,1,0.09989258861439312
79,587,2,0,0.13458262350936967
37,646,2,0,0.05727554179566564
33,132,2,0,0.25
83,801,4,0,0.10362047440699126
48,421,0,0,0.11401425178147269
14,656,5,1,0.021341463414634148
36,354,3,0,0.1016949152542373
20,869,0,0,0.023014959723820484
6,529,1,0,0.011342155009451797
89,505,5,1,0.17623762376237623
78,190,1,0,0.4105263157894737
33,529,5,1,0.062381852551984876
92,565,1,0,0.16283185840707964
29,196,5,1,0.14795918367346939
40,701,5,1,0.05706134094151213
54,521,3,0,0.1036468330134357
54,967,0,0,0.055842812823164424
79,476,1,0,0.16596638655462184
99,855,4,1,0.11578947368421053
57,604,0,0,0.09437086092715231
42,728,5,1,0.057692307692307696
7,874,3,0,0.008009153318077803
92,944,5,1,0.09745762711864407
26,133,2,0,0.19548872180451127
85,330,2,0,0.25757575757575757
29,208,4,0,0.13942307692307693
44,310,1,0,0.14193548387096774
85,348,5,1,0.2442528735632184
97,173,4,0,0.5606936416184971
7,645,2,0,0.010852713178294573
64,887,3,0,0.07215332581736189
97,719,5,1,0.1349095966620306
59,825,1,0,0.07151515151515152
8,814,5,1,0.009828009828009828
76,264,4,0,0.2878787878787879
51,186,3,0,0.27419354838709675
10,787,4,0,0.012706480304955527
75,543,1,0,0.13812154696132597
94,219,4,0,0.4292237442922374
84,931,3,0,0.09022556390977443
41,700,4,0,0.05857142857142857
34,301,2,0,0.11295681063122924
88,261,4,0,0.3371647509578544
100,827,2,1,0.12091898428053205
28,578,3,0,0.04844290657439446
67,608,1,0,0.11019736842105263
49,706,2,0,0.06940509915014165
34,828,4,0,0.04106280193236715
95,643,5,1,0.14774494556765164
41,875,4,0,0.046857142857142854
15,807,4,0,0.01858736059479554
39,794,3,0,0.0491183879093199
19,443,4,0,0.04288939051918736
20,661,2,0,0.030257186081694403
95,974,1,1,0.09753593429158111
97,833,3,1,0.11644657863145258
42,991,4,0,0.04238143289606458
86,853,0,0,0.10082063305978899
87,941,0,0,0.0924548352816153
37,196,0,0,0.18877551020408162
8,808,5,1,0.009900990099009901
58,444,3,0,0.13063063063063063
56,543,4,0,0.10313075506445672
41,848,1,0,0.04834905660377359
90,521,2,0,0.1727447216890595
9,609,0,0,0.014778325123152709
12,732,1,0,0.01639344262295082
81,209,2,0,0.3875598086124402
13,907,0,0,0.014332965821389196
67,190,1,0,0.3526315789473684
40,908,0,0,0.04405286343612335
93,103,0,0,0.9029126213592233
50,323,2,0,0.15479876160990713
35,740,4,0,0.0472972972972973
7,311,5,1,0.022508038585209004
66,970,1,0,0.06804123711340206
95,885,5,1,0.10734463276836158
29,247,2,0,0.11740890688259109
50,612,4,0,0.08169934640522876
91,367,5,1,0.24795640326975477
60,816,4,0,0.07352941176470588
42,697,1,0,0.06025824964131994
99,628,5,1,0.15764331210191082
27,758,2,0,0.03562005277044855
